Restaurant Name,Rating,Reviews,Cuisine,Address,City,Restaurant URL,Image URL
Message In A Bottle,4.2,1657.0,"Bar Food, North Indian, Chinese","3, Ansari Estate, Gandhi Irwin Road, Egmore, Chennai",chennai,/chennai/message-in-a-bottle-egmore/info,https://b.zmtcdn.com/data/pictures/7/19522797/112da465b082c9785455aef12fe4631b_featured_v2.jpg
Waves Bar & Lounge,4.3,467.0,"Finger Food, North Indian, Continental","Hotel Ramada, Ansari Estate, Egmore, Chennai",chennai,/chennai/waves-bar-lounge-egmore/info,https://b.zmtcdn.com/data/pictures/8/67458/cc5631668049890863c706f6d780f3f8_o2_featured_v2.jpg
Symphony,4.2,2841.0,"Biryani, North Indian, Continental","2A, Ponniamman Koil St, Ansari Estate, Ramada By Wyndham, Egmore, Chennai",chennai,/chennai/symphony-egmore/info,https://b.zmtcdn.com/data/pictures/chains/6/67366/b0cd10550689268154e828dd95e75713_featured_v2.jpg
Enoki,4.5,2368.0,"Sushi, Japanese, Asian","3, Gandhi-Irwin Road, Near CMDA Buildings, Egmore, Chennai",chennai,/chennai/enoki-egmore/info,https://b.zmtcdn.com/data/pictures/3/20936373/a88aaf387a1422db6a2aee91384d30ac_featured_v2.jpg
Babal Da Punjabi Dabha,4.4,36.0,"North Indian, Oriental, Biryani","114/9, Poonamallee High Road, Egmore, Chennai",chennai,/chennai/babal-da-punjabi-dabha-egmore/info,https://b.zmtcdn.com/data/pictures/chains/3/66963/a016e5dbcffd59653fff88bd5124fa93_featured_v2.jpg
Champions Bar,4.4,3345.0,Finger Food,"Hotel Marina Inn, 55/31, Gandhi Irwin Road, Egmore, Chennai",chennai,/chennai/champions-bar-egmore/info,https://b.zmtcdn.com/images/res_avatar_476_320_1x_new.png
Truly Herbivore,4.3,192.0,"North Indian, South Indian, Italian","70-8, David Puram, Harleys Road, Kilpauk, Chennai",chennai,/chennai/truly-herbivore-kilpauk/info,https://b.zmtcdn.com/data/pictures/4/21675684/7cc482800887a173897f8bbdc5640e69_featured_v2.jpg
YouMee,4.4,3095.0,"Chinese, Asian","S-310, S-311, S-312A, 49/50L, Third Floor, Express Avenue, White Roads, Royapettah, Chennai",chennai,/chennai/youmee-5-royapettah/info,https://b.zmtcdn.com/data/pictures/chains/1/21780631/b6fd131cec4f16e3228582a7a6bb2cad_featured_v2.jpg
AMPM Coffee and Cocktail bar,4.1,78.0,"Italian, Asian","5th Floor, Park Center Building, 24, Park St, Park Street area, Kolkata, West Bengal, Park Street Area, Kolkata",kolkata,/kolkata/ampm-coffee-and-cocktail-bar-park-street-area/info,https://b.zmtcdn.com/data/pictures/3/21469973/74e1c3777fd237c8b736c2079a4689a5_featured_v2.jpg
Cafe Bloom,4.3,374.0,"Cafe, Coffee, Continental","16, 5th Floor, Prasad Group, Sudder Street, Fire Brigade Headquarters, New Market Area, Dharmatala, Taltala, Kolkata",kolkata,/kolkata/cafe-bloom-taltala/info,https://b.zmtcdn.com/data/pictures/3/21249933/33a9ce26cdd21ad5d977cfda8c597c11_featured_v2.jpg
The Bridge Bistro Bar Polo Floatel,4.0,2110.0,"North Indian, Asian, Oriental","9/10, Calcutta Jetty, Strand Road, Ward-45, Dalhousie BBD Bagh, Kolkata",kolkata,/kolkata/the-bridge-bistro-bar-polo-floatel-dalhousie-bbd-bagh/info,https://b.zmtcdn.com/data/pictures/1/20841/86179b7c26c62a591d0dad4175ef1f72_featured_v2.jpg
Kulture - Speciality Coffee,4.6,230.0,"Continental, Italian, Pizza","Gate 1, 3rd Floor, Chowringhee Mansion, Park Street Area, Kolkata",kolkata,/kolkata/kulture-speciality-coffee-park-street-area/info,https://b.zmtcdn.com/data/pictures/2/21860152/03666393d057e922c374bef16563cb2e_featured_v2.jpg
Fabbrica Originale,4.4,5752.0,"Italian, Pizza, Pasta","Ground Floor, 18A, Park St, Park Street Area, Kolkata",kolkata,/kolkata/fabbrica-originale-1-park-street-area/info,https://b.zmtcdn.com/data/pictures/8/18420478/bcc21fd9aa6d25ada0c5244e17a82f0a_featured_v2.jpg
Cafe Florista,3.6,1209.0,"Fast Food, Sandwich, Burger","4, Royd Street Area, Opposite Royd Nursing Home, Park Street Area, Kolkata",kolkata,/kolkata/cafe-florista-1-park-street-area/info,https://b.zmtcdn.com/data/pictures/8/21488118/3f366567c585a97f79c9975568c4e616_featured_v2.jpg
Lmnoq,3.8,1410.0,"Continental, Italian, North Indian","24, Park Street Area, Kolkata",kolkata,/kolkata/lmnoq-park-street-area/info,https://b.zmtcdn.com/images/res_avatar_476_320_1x_new.png
Lucky Tigerr,4.3,680.0,"Asian, Chinese","57A, Flat-9, 2nd Floor, Block-2, Premises-1, Near Park Mansion, Park Street Area, Kolkata",kolkata,/kolkata/lucky-tigerr-1-park-street-area/info,https://b.zmtcdn.com/data/pictures/3/21782103/abd5819dfe6c236b0c5cd0cb1ef968bd_featured_v2.jpg
Carpe Diem,3.9,11.0,"Chinese, North Indian, Continental","18M, Park Street Area, Kolkata",kolkata,/kolkata/carpe-diem-2-park-street-area/info,https://b.zmtcdn.com/data/pictures/9/18634729/d7484d3af829e2cc2044675602153f17_featured_v2.jpg
Persian Darbar,4.3,19.0,"North Indian, Mughlai, Kebab","Upper Ground Floor, Renaissance Business Wellesley Road, Camp Area, Pune",pune,/pune/persian-darbar-camp-area/info,https://b.zmtcdn.com/data/pictures/2/20516112/e9efe25e5efc6bd2fb2db6a3151ef1f5_featured_v2.jpg
Bira 91 Taproom,4.2,357.0,"Italian, North Indian, Modern Indian","Unit No 10, Sai Radhe Road And Station Road, Near Sheraton Grand Pune Bund Garden Hotel, Sangamvadi, Dhole Patil Road, Pune",pune,/pune/bira-91-taproom-dhole-patil-road/info,https://b.zmtcdn.com/images/res_avatar_476_320_1x_new.png
Barrels - The Craft House,4.5,613.0,"Bar Food, Italian, Continental","Unit 4 & 5, RajaBahadur Mills, Bundgarden Road, Sangamvadi, Pune",pune,/pune/barrels-the-craft-house-sangamvadi/info,https://b.zmtcdn.com/data/pictures/5/22311815/9332c08b8761151ce3523be86a5e30ae_featured_v2.jpg
Chingari - Sheraton Grand,4.1,1714.0,"North Indian, Mughlai, Kebab","100/101, Sheraton Grand, Raja Bahadur Mill Road, Bund Garden Road, Pune",pune,/pune/chingari-sheraton-grand-bund-garden/info,https://b.zmtcdn.com/data/pictures/2/11022/523b2fa1e3f238c7ec242ecceb568053_featured_v2.jpg
Yakii,4.3,2802.0,"Chinese, Japanese, Asian","1251/1/2, Shivaji Nagar, Deccan Gymkhana, Pune",pune,/pune/yakii-deccan-gymkhana/info,https://b.zmtcdn.com/data/pictures/6/20832356/68c60445b96ed92bda2aa8d35fe8bc3c_featured_v2.jpg
Epitome,4.3,1022.0,"North Indian, Sushi, Asian","1st Floor, Plot 100/101/1, Commercial Tower 1, The Raja Bahadur Motilal Mill Compound, Bund Garden Road, Pune",pune,/pune/epitome-bund-garden/info,https://b.zmtcdn.com/data/pictures/8/21421758/c9c2e303e2be666d499ee39033405837_featured_v2.jpg
Cafe Kathaa,4.3,3025.0,"Cafe, Continental, Desserts","British Library Old Building, Ganeshwadi, FC Road, Pune",pune,/pune/cafe-kathaa-fc-road/info,https://b.zmtcdn.com/data/pictures/8/18753258/404bd33071fbdd928fd0fa501bd43a46_featured_v2.jpg
Feast - Sheraton Grand,4.4,2020.0,"Chinese, North Indian, Mughlai","100/101, Sheraton Grand, Raja Bahadur Mill Road, Bund Garden Road, Pune",pune,/pune/feast-sheraton-grand-bund-garden/info,https://b.zmtcdn.com/data/pictures/6/6505646/57ab78ef95f74452fbf068b80095a4ca_featured_v2.jpg
2BHK Diner & Key Club,4.1,4499.0,"North Indian, Mediterranean, European","Unit 7, Raja Bahadur International Mills Limited, Pune Station, Near Sheraton Grand, Bund Garden Road, Pune",pune,/pune/2bhk-diner-key-club-bund-garden/info,https://b.zmtcdn.com/data/pictures/0/18884150/85a7c44f610416452fff747c248255d1_featured_v2.jpg
Unlocked,4.3,5088.0,"Cafe, Fast Food, North Indian","Dwarkesh Complex, Vasant Vihar, Navrangpura, Ahmedabad",ahmedabad,/ahmedabad/unlocked-navrangpura/info,https://b.zmtcdn.com/data/pictures/chains/5/18454925/90e72dc8415904eea8cd5d91157820c3_featured_v2.jpg
Nook By Grace Coffee Co.,4.4,1960.0,"Coffee, Continental, Italian","B/6/1, Nilamber Complex, St. Xavier's College Corner, Navrangpura, Ahmedabad",ahmedabad,/ahmedabad/nook-by-grace-coffee-co-navrangpura/info,https://b.zmtcdn.com/data/pictures/7/21169937/b67697f3e72cf2f937dfd731e69578fb_featured_v2.jpg
Crush Coffee,4.2,498.0,"Coffee, Healthy Food, Pizza","2, Centaur House, 40 Umashankar Joshi Marg, C G Road, Ahmedabad",ahmedabad,/ahmedabad/crush-coffee-c-g-road/info,https://b.zmtcdn.com/data/pictures/4/22320374/4c420a11c4aeb6035f012407dfc5fbdd_featured_v2.jpg
Cafe 1st Story - Fairfield By Marriott,4.0,2368.0,"Biryani, Chinese, Desserts","174-175, Laxmi Niwas Bunglows, Satyawadi Society, Ashram Road, Ahmedabad",ahmedabad,/ahmedabad/cafe-1st-story-fairfield-by-marriott-ashram-road/info,https://b.zmtcdn.com/data/pictures/6/111906/ee34258c992b753d6e1a9e6458161df3_featured_v2.jpg
Peppers By Pepparazzi,4.3,1965.0,"North Indian, Continental, Japanese","101/102, 1st Floor, Majestic Plaza, C G Road, Ahmedabad",ahmedabad,/ahmedabad/peppers-by-pepparazzi-c-g-road/info,https://b.zmtcdn.com/data/pictures/3/21046093/c169548ecd516edd540e0da1a42d735c_o2_featured_v2.jpg
Leafy Lion,4.1,385.0,"Cafe, Coffee, Italian","Shop 5, Ground Floor, Krupa Aspire, HL Collage Road, Navrangpura, Ahmedabad",ahmedabad,/ahmedabad/leafy-lion-navrangpura/info,https://b.zmtcdn.com/data/pictures/1/21438241/0e37d4af5d68cf90f54cb8d8997c9bd9_o2_featured_v2.jpg
Niro By Nini's,4.3,3051.0,"Cafe, Coffee, Sandwich","Ground Floor, A Wing, Heritage Square, Opposite Atlanta Tower, Gulbai Tekra, Ahmedabad",ahmedabad,/ahmedabad/niro-by-ninis-gulbai-tekra/info,https://b.zmtcdn.com/data/pictures/3/20950663/b9c5de39e474eed7976624e2de6968cd_featured_v2.jpg
Yi Jing - ITC Narmada,4.6,167.0,"Chinese, Asian","ITC Narmada, Survey # 104 A, Judges Bunglow Rd, I I M, Vastrapur, Ahmedabad",ahmedabad,/ahmedabad/yi-jing-itc-narmada-vastrapur/info,https://b.zmtcdn.com/data/pictures/4/21091054/00a9d27a20123c1a4ab509530fcf3d29_featured_v2.jpg
Sam's Pizza,4.4,9013.0,"Pizza, Fast Food","101, 1st floor, Shivalik Plaza, Opposite Panjara Pole, Ambavadi, Ahmedabad, Ambavadi, Ahmedabad",ahmedabad,/ahmedabad/sams-pizza-1-ambavadi/info,https://b.zmtcdn.com/data/pictures/chains/7/113747/2167d85a67e8370cf574e017d83b9da9_featured_v2.jpg
The Night Jar,4.2,7670.0,Bar Food,"3rd Floor, Jayanti Market, New Colony, Panch Batti, Leisure Inn Grand Chanakya, MI Road, Jaipur",jaipur,/jaipur/the-night-jar-mi-road/info,https://b.zmtcdn.com/data/pictures/6/18748726/94aa8a55e92dd3cc815ce5de5c9127b6_featured_v2.jpg
Khoje,3.8,215.0,"North Indian, Continental, Mediterranean","Ground floor, Durga marg, Patrakar Colony, C Scheme, Ashok Nagar, Jaipur, Rajasthan 302001, Rajasthan, C Scheme, Jaipur",jaipur,/jaipur/khoje-c-scheme/info,https://b.zmtcdn.com/data/pictures/9/22683379/e7b0fdf6-f8a4-4f8a-8212-c74dedebba5c_o2_featured_v2.jpg
Retreat,4.1,4359.0,"North Indian, Chinese, Continental","8th Floor, Fortune Heights, Subhash Marg, C Scheme, Jaipur",jaipur,/jaipur/retreat-c-scheme/info,https://b.zmtcdn.com/data/pictures/8/18922348/df0ada4a97481750302e3467476a5636_featured_v2.jpg
Chawla's M.I Road (Since 1960),4.4,1214.0,"North Indian, Mughlai, Grilled Chicken","Gangwal Bhawan, Laxmi Marg, MI Road, Jaipur",jaipur,/jaipur/chawlas-m-i-road-since-1960-mi-road/info,https://b.zmtcdn.com/data/pictures/3/20977443/5eb6d74ba807f060c7b79517562f3658_featured_v2.jpg
KnightHouse,4.5,4383.0,"North Indian, Italian, Continental","Bhagwan Das Rd, Panch Batti C Scheme, Jaipur",jaipur,/jaipur/knighthouse-c-scheme/info,https://b.zmtcdn.com/data/pictures/4/21158794/843af7bef673b301fb7f71f23b7685b2_featured_v2.jpg
MIROH,4.8,707.0,"North Indian, Continental, Italian","2nd Floor, Maya Mansion, Mirza Ismail Road, Opposite GPO, Panch Batti, MI Road, Jaipur",jaipur,/jaipur/miroh-mi-road/info,https://b.zmtcdn.com/data/pictures/9/21335019/4ca4b97b1a2c06fef0d28f8b433bccd8_featured_v2.jpg
Khwaab,4.4,925.0,"North Indian, Mughlai, Continental","5th Floor, Krishna Enclave, Rambagh, Opposite SMS Stadium, Tonk Road, Bapu Nagar, Jaipur",jaipur,/jaipur/khwaab-1-bapu-nagar/info,https://b.zmtcdn.com/data/pictures/2/20903192/1871b78ae764a824193d0f6b5c836cd3_featured_v2.jpg
The Swinton House,4.6,2733.0,"Continental, Italian, European","B 20, New Colony, Jayanti Market, Gopinath Marg, MI Road, Jaipur",jaipur,/jaipur/the-swinton-house-mi-road/info,https://b.zmtcdn.com/data/pictures/7/20984257/a25dc9556cda9c17df97e3a239b1bd73_featured_v2.jpg
Amano Kitchen & More,4.3,484.0,"North Indian, Pizza, Continental","4th Floor, Zo Selections, 194, Mirza Ismail Road, Opposite Akasvani, Sindhi Camp, Jaipur",jaipur,/jaipur/amano-kitchen-more-sindhi-camp/info,https://b.zmtcdn.com/data/pictures/3/22625563/d7e83360efcba73764a7a9b29d8b244d_featured_v2.jpg
Haloz - Flame Crafted Crust,3.9,218.0,"Italian, Pizza, Mexican","5, Ground Floor, Apex Tower, Habibullah Estate Road, Hazratganj, Lucknow",lucknow,/lucknow/haloz-flame-crafted-crust-hazratganj/info,https://b.zmtcdn.com/data/pictures/5/22226055/18b87509d0352c7f5e8d921446d38d28_o2_featured_v2.jpg
Fab Cafe,,,"Cafe, Coffee, Biryani","Kaiserbagh Officer's Colony, Rani Lakshmibai Marg, Hazratganj, Lucknow",lucknow,/lucknow/fab-cafe-hazratganj/info,https://b.zmtcdn.com/images/res_avatar_476_320_1x_new.png
Ginger Eats & Arts,4.6,581.0,"Continental, Italian, Chinese","A/V-114, B-12, House 525, Zone 12, Mahanagar, Lucknow",lucknow,/lucknow/ginger-eats-arts-mahanagar/info,https://b.zmtcdn.com/data/pictures/5/21308215/7b27e47916e6289df28fcd5152854021_featured_v2.jpg
Feeka Cafe,4.5,91.0,"Asian, Chinese, Italian","26/1, Wazir Hasan Road, opposite CMS School, Block I, Dalibagh Colony, Butler Colony, Sapru Marg, Lucknow",lucknow,/lucknow/feeka-cafe-sapru-marg/info,https://b.zmtcdn.com/images/res_avatar_476_320_1x_new.png
Royal Cafe - Royal Inn,4.3,14.0,"North Indian, BBQ, Mughlai","9/7, Shahnajaf Road, Opposite Sahara Ganj Mall, Sapru Marg, Lucknow",lucknow,/lucknow/royal-cafe-royal-inn-sapru-marg/info,https://b.zmtcdn.com/data/pictures/0/800120/0c85f0c7bb5c51307cf3c33de59262be_featured_v2.jpg
Hazratganj SOCIAL,4.3,4826.0,"Chinese, North Indian, Mexican","26, Near Flying Machine, MG Road, Hazratganj, Lucknow",lucknow,/lucknow/hazratganj-social-hazratganj/info,https://b.zmtcdn.com/data/pictures/7/21353607/76e944bb6d5ad46b654530f145406e4d_featured_v2.jpg
Molecule Air Bar,4.1,5726.0,"North Indian, Continental, Asian","7th Floor, Riverside Mall, Vipin Khand, Gomti Nagar, Lucknow",lucknow,/lucknow/molecule-air-bar-gomti-nagar/info,https://b.zmtcdn.com/data/pictures/2/18991962/dc73032a10305f2659203f642bd91b76_featured_v2.jpg
Delisia- A Unit Of Hotel Myriad,4.2,954.0,North Indian,"19, Vidhan Sabha Marg, Husain Ganj, Lucknow",lucknow,/lucknow/delisia-a-unit-of-hotel-myriad-husain-ganj/info,https://b.zmtcdn.com/data/pictures/5/18771995/e2e810d4fb1d2717ecaeb2ea4bbf3fd6_featured_v2.jpg
Mantar,4.2,1354.0,"North Indian, South Indian, Chinese","Ground, Ground Floor-9 Rani Laxmi Bai Marg Hazratganj Lucknow Nagar Nigam Food Safety Zone-2, Hazratganj, Lucknow",lucknow,/lucknow/mantar-hazratganj/info,https://b.zmtcdn.com/data/pictures/8/21784458/4a720d17f9df6f503901f6b2fcb9f059_o2_featured_v2.jpg
Topboy Pizza ,3.9,561.0,"Pizza, Fast Food","601 Office, OZ House, 6th Floor, Ghod Dod Road, Athwa, Surat",surat,/surat/topboy-pizza-athwa/info,https://b.zmtcdn.com/data/pictures/2/21441442/cd0ba95e9513dafea75bb2a27d81b9fb_featured_v2.jpg
Simply South By TOB,3.5,1517.0,"North Indian, Street Food, Chinese","Ground Floor, King Tower, Near Rangila Park, Ghod Dod Road, Athwa, Surat",surat,/surat/simply-south-by-tob-athwa/info,https://b.zmtcdn.com/data/pictures/9/20381779/95e0c5261e5f1a0a8c7fc290287ce71b_o2_featured_v2.jpg
THE LAST ORDER by Engine Cafe,3.9,73.0,"Cafe, Fast Food, Beverages","314, 3rd Floor, International Wealth Centre, VIP Road, Vesu, Surat",surat,/surat/the-last-order-by-engine-cafe-vesu/info,https://b.zmtcdn.com/data/pictures/8/21732708/6e66bf97a83b012474113ef764c6d1ea_o2_featured_v2.jpg
Si Nonna's - The Original Sourdough Pizza,4.2,752.0,"Pizza, Italian, Coffee","Unit G8/G9B, International Wealth Center, Near CB Patel Club House, Vesu, Surat",surat,/surat/si-nonnas-the-original-sourdough-pizza-vesu/info,https://b.zmtcdn.com/data/pictures/1/21324351/61fb66264c634279e018aba00bc8dafa_featured_v2.jpg
Nini's Kitchen,4.1,397.0,"North Indian, Desserts, Salad","Shop 301, The One Complex, Nr.Maniba Party Plot, V.I.P.Road, Surat City, Surat Municipal Corporation, Gujarat-395007, Shop No.301, The One Complex, Nr.Maniba Party Plot, V.I.P.Road, Vesu, Vesu, Surat",surat,/surat/ninis-kitchen-vesu/info,https://b.zmtcdn.com/data/pictures/2/22114742/0a6ab3c149220de8882518ba231f2e26_o2_featured_v2.jpg
Masala Canteen,4.0,5708.0,"North Indian, Chinese, Desserts","5, Ground Floor, International Business Center, Piplod, Surat",surat,/surat/masala-canteen-2-piplod/info,https://b.zmtcdn.com/data/pictures/4/18766554/ea5fc15d3bd78f47f831d9ee54101f97_featured_v2.jpg
Chente Cafe,3.9,39.0,"Fast Food, Pizza, Desserts","104, International Business Center, Piplod, Surat",surat,/surat/chente-cafe-piplod/info,https://b.zmtcdn.com/data/pictures/0/22786920/1ade0e88-34c3-4385-b436-811341b28671_o2_featured_v2.png
East Asia - Asian | Continental,4.1,1701.0,"Asian, Pizza, Pasta","G-65-66-67-68 VIP Plaza, Near Shyam Mandir, VIP Road, Bharthana, Vesu, Surat",surat,/surat/east-asia-asian-continental-vesu/info,https://b.zmtcdn.com/data/pictures/8/20510188/2c40f145fc33edcaa6db3678d7417a0e_featured_v2.jpg
Shivv Signature The Multi Cuisine Restaurant,4.0,104.0,"North Indian, Chinese, Pizza","Gaurav Path Pal, Near Baghban Circle, Pal Gam, Surat",surat,/surat/shivv-signature-the-multi-cuisine-restaurant-pal-gam/info,https://b.zmtcdn.com/data/pictures/8/22293558/f4f36f03af646e9ccd762959999761e6_o2_featured_v2.jpg
Pincode By Kunal Kapur,4.1,411.0,"North Indian, Street Food, Desserts","C 202, Apollo Niranjanpur, Sector F, High Street, Vijay Nagar, Indore",indore,/indore/pincode-by-kunal-kapur-vijay-nagar/info,https://b.zmtcdn.com/images/res_avatar_476_320_1x_new.png
Mama Mia SportsBar & Lounge ,4.3,611.0,"North Indian, Pizza, Fast Food","Plot A-2, Ug-114A-115A-116A-117-118-136 And 137 The Hub Scheme 78 Party -2, Vijay Nagar, Indore",indore,/indore/mama-mia-sportsbar-lounge-vijay-nagar/info,https://b.zmtcdn.com/data/pictures/4/21861494/c751c595e2b7de7900946aeff60962ce_featured_v2.jpg
Firangi Cafe And Bar,4.4,1885.0,"North Indian, Continental, Italian","Plot 82, Scheme 78, Near Life Care Hospital, Vijay Nagar, Indore",indore,/indore/firangi-cafe-and-bar-1-vijay-nagar/info,https://b.zmtcdn.com/data/pictures/8/20054648/918e147959f52ff8fe1b05af896b2a61_o2_featured_v2.jpg
11:11 Coffee,4.4,977.0,"Cafe, Coffee, Desserts","R-3, Ground Floor, City Centre, 570, MG Road, South Tukoganj, Indore",indore,/indore/11-11-coffee-south-tukoganj/info,https://b.zmtcdn.com/data/pictures/5/20384005/71c2edb349ee887059988f400cc5a68a_featured_v2.jpg
Thyme & Whisk,4.2,717.0,North Indian,"103, cliffton corporate, a.b. road, opp. patel motors, indore indore, indore, madhya pradesh-452010, Vijay Nagar, Indore",indore,/indore/thyme-whisk-vijay-nagar/info,https://b.zmtcdn.com/data/pictures/4/21027444/a40042788991eaaac3f4c6be61e8cfba_featured_v2.jpg
Earthbox,4.4,534.0,"Pizza, Burger","G-7, Scheme 140, Sahil Elite Building, Sector B, Opposite Passport Office, Pipliyanana, Indore",indore,/indore/earthbox-pipliyanana/info,https://b.zmtcdn.com/data/pictures/1/21241681/4506ec0b92c8cc26bbd308ff3a43e5c7_featured_v2.jpg
Junoon,4.3,355.0,"North Indian, Biryani, Desserts","1C/CA, Hotel Infiniti, Scheme No 94, Sector EB, Near Bombay Hospital, Vijay Nagar, Indore",indore,/indore/junoon-vijay-nagar/info,https://b.zmtcdn.com/data/pictures/8/21636978/12535fdbbdd29843861f4cb942b76da8_featured_v2.jpg
H3 Cafe,4.3,775.0,"Chinese, South Indian, Italian","10-11, Janak Building, Race Course Road, Near Basement Chainsing Ka Bagicha New Palasia, Indore",indore,/indore/h3-cafe-2-new-palasia/info,https://b.zmtcdn.com/data/pictures/1/22169531/f25ca615b03dd958303a1b4734306bbd_o2_featured_v2.jpg
Around The Block ,4.1,294.0,"Cafe, Coffee, Asian","20/2, Bank Of Baroda AB Road, South Tukoganj, Indore",indore,/indore/around-the-block-south-tukoganj/info,https://b.zmtcdn.com/data/pictures/8/21739898/b76826e2698e1cc67ce16bd458986917_featured_v2.jpg
Latitude Cafe And Restro,3.7,301.0,"North Indian, Chinese, Fast Food","Zone-I, Near DB City Mall, Maharana Pratap Nagar, Bhopal",bhopal,/bhopal/latitude-cafe-and-restro-2-maharana-pratap-nagar/info,https://b.zmtcdn.com/data/pictures/5/20578895/b6b820383bcf54b61c14a1073d9762d1_featured_v2.jpg
Golden Tulip,4.4,348.0,"North Indian, Mughlai, Biryani","Zone 1, Opposite RBI, Near Parmali Wallace Complex, Narmadapuram Road, Maharana Pratap Nagar, Bhopal",bhopal,/bhopal/golden-tulip-maharana-pratap-nagar/info,https://b.zmtcdn.com/data/pictures/3/20986153/379bcd1bb20a85aef2a3f9fd5dc29f91_o2_featured_v2.jpg
The Flying Saucer,4.2,1270.0,"Continental, Fast Food, Mexican","F-09 - F-12, First Floor, Bansal One Building, Zone-2, Arera Colony, Maharana Pratap Nagar, Bhopal",bhopal,/bhopal/the-flying-saucer-maharana-pratap-nagar/info,https://b.zmtcdn.com/data/pictures/chains/5/21018255/2643917bf0f45bd4c80e0bd7887d0afd_featured_v2.jpg
My Bar Headquarters,4.3,268.0,"North Indian, Biryani, Mughlai","2nd Floor, Bansal One Building, Maharana Pratap Nagar, Bhopal",bhopal,/bhopal/my-bar-headquarters-maharana-pratap-nagar/info,https://b.zmtcdn.com/data/pictures/6/21143416/c069bf65cfee97749fd67c0a4b4c17e8_featured_v2.jpg
BlinQ - Premium Sky Cafe,3.8,543.0,"Chinese, Continental, North Indian","17, E-2, Arera Colony, Bhopal",bhopal,/bhopal/blinq-premium-sky-cafe-arera-colony/info,https://b.zmtcdn.com/data/pictures/6/22086566/52c7d5da8e53fd38dca6eb3cec301628_featured_v2.jpg
Turquoise Kitchen & Cocktail House,4.7,579.0,"Continental, Italian, Asian","116-117, Bhadbhada Road, TT Nagar, Bhopal",bhopal,/bhopal/turquoise-kitchen-cocktail-house-tt-nagar/info,https://b.zmtcdn.com/data/pictures/2/21188782/3b6d84c5b9185142cdbed888cdcd6f27_featured_v2.jpg
Lune by Hotel Idyllic,4.1,76.0,"North Indian, Chinese, Kebab","C157, A To Z Service, Shahpura Road, Arera Colony, Bhopal",bhopal,/bhopal/lune-by-hotel-idyllic-arera-colony/info,https://b.zmtcdn.com/data/pictures/5/21246165/935f85a477f861abf94b1e61ca8b671b_featured_v2.jpg
Shahi Pind - The Royal Taste Of Punjab,4.3,467.0,"North Indian, Fast Food, Chinese","Khasra 150/1/1/1/2, Gram Damkheda, Ayodhya Bypass, Bhopal",bhopal,/bhopal/shahi-pind-the-royal-taste-of-punjab-ayodhya-bypass/info,https://b.zmtcdn.com/data/pictures/2/22394882/0539d95b17c0f9034028188379071584_o2_featured_v2.jpg
Boscos,4.3,1440.0,"Mediterranean, Mexican, American","OB 3/4, 4th Floor, DB Mall, Arera Hills, Maharana Pratap Nagar, Bhopal",bhopal,/bhopal/boscos-maharana-pratap-nagar/info,https://b.zmtcdn.com/data/pictures/6/20874856/3cbb54e997453c2e1e1dd62bce9526c5_featured_v2.jpg
Slaps,4.3,387.0,"Pizza, Italian, Coffee","Plot 9, First Floor, Saraf Chambers, Mount Road, Sadar, Nagpur",nagpur,/nagpur/slaps-sadar/info,https://b.zmtcdn.com/data/pictures/6/22406056/db931b59b8dfb2ad610126540f8ee1d8_o2_featured_v2.jpg
Nothing Before Coffee,4.4,4046.0,"Coffee, Shake, Tea","House 827, Plot 120, Gorepeth, Zenda Chowk, Agrasen Marg, Dharampeth, Nagpur",nagpur,/nagpur/nothing-before-coffee-1-dharampeth/info,https://b.zmtcdn.com/data/pictures/3/20626933/4254bf7d19a308ebe8d68472dcd13a9a_o2_featured_v2.jpg
Co.So Cocktails & Socials,4.4,5516.0,"International, Asian, Continental","Plot Number 8, 8th Floor, Mount Road, Near Max Showroom, Mohan Nagar, Nagpur",nagpur,/nagpur/co-so-cocktails-socials-mohan-nagar/info,https://b.zmtcdn.com/data/pictures/2/21275972/27b8633ea011e30f59536abd94a4c05d_featured_v2.jpg
ARK Indian Kitchen,4.1,196.0,"North Indian, Mughlai, Desserts","170, Gupta House, Civil Lines, Nagpur",nagpur,/nagpur/ark-indian-kitchen-civil-lines/info,https://b.zmtcdn.com/data/pictures/7/20262597/6507401c059fbed119756f7d2a70d64b_featured_v2.jpg
The Opera House,4.3,690.0,"Continental, Oriental, Thai","Regent Cinema Parking, Variety Square, Sitabuldi, Nagpur",nagpur,/nagpur/the-opera-house-sitabuldi/info,https://b.zmtcdn.com/data/pictures/7/20100317/f0850ea707e9233febcdd4cca281394b_featured_v2.jpg
ACP Express Restaurant By Airport Centre Point,4.9,716.0,"North Indian, Biryani, Continental","Girish Heights, LIC Square, Kamptee Road, Sadar, Nagpur",nagpur,/nagpur/acp-express-restaurant-by-airport-centre-point-sadar/info,https://b.zmtcdn.com/data/pictures/5/21137975/3dcc206fa724ddf495282cb0cc646668_o2_featured_v2.jpg
The Beer Cafe,4.6,4175.0,"Bar Food, Beverages","Plot 20, Gurushankar Apartment, Amravati Road, Ravi Nagar, Nagpur",nagpur,/nagpur/the-beer-cafe-ravi-nagar/info,https://b.zmtcdn.com/data/pictures/8/20750768/80eccbb3b79ff546712c1e48bebfa00b_featured_v2.jpg
