Restaurant Name,Rating,Reviews,Cuisine,Address,City,Restaurant URL,Image URL
Legacy Brewing Company,4.4,4738.0,"North Indian, Chinese, South Indian","44, BSK 3rd Stage, Legacy Road, Hosakerehalli, Bangalore, Rajarajeshwari Nagar, Bangalore",Bangalore,/bangalore/legacy-brewing-company-1-rajarajeshwari-nagar-bangalore/info,https://b.zmtcdn.com/data/pictures/6/22405766/8bcabed295e36f0be2293dbcacfb607c_o2_featured_v2.jpg
boCHE & Shakesbierre - Brewpub & Club,4.5,5771.0,"Finger Food, North Indian, Continental","60, Level 4, EVA Mall, Ashok Nagar, Decathlon Building, Brigade Road, Bangalore",Bangalore,/bangalore/boche-shakesbierre-brewpub-club-brigade-road-bangalore/info,https://b.zmtcdn.com/data/pictures/6/18871246/ab243f31641bb708cc8ca94318240485_featured_v2.jpg
The Bier Library,4.4,18.0,"Biryani, Asian, North Indian","Survey 52, BBMP Property 138/52, Doddakanahalli, Sarjapur Road, Bangalore",Bangalore,/bangalore/the-bier-library-sarjapur-road-bangalore/info,https://b.zmtcdn.com/data/pictures/8/21320618/ffa4094dabcc2d1b23f1fcf08f29a133_featured_v2.jpg
Molly's Courtyard,4.4,778.0,"Pizza, Chinese, Continental","8, Cunningham Road, Bangalore",Bangalore,/bangalore/mollys-courtyard-cunningham-road-bangalore/info,https://b.zmtcdn.com/images/res_avatar_476_320_1x_new.png
Gladia Brewery & Kitchen,4.4,8475.0,"Biryani, Sushi, North Indian","Sy No.82/4B, Doddakanahalli Village, Carmelram Sarjapura Main Road, Varthur Hobli, Sarjapur Road, Bangalore",Bangalore,/bangalore/gladia-brewery-kitchen-sarjapur-road-bangalore/info,https://b.zmtcdn.com/data/pictures/7/22008467/1e12969c9a5f7ed90b82fa1aa8d1a921_featured_v2.jpg
Dolci,4.4,2838.0,"Desserts, Bakery","18/3, Near Honda Showroom, Cunningham Road, Bangalore",Bangalore,/bangalore/dolci-cunningham-road-bangalore/info,https://b.zmtcdn.com/data/pictures/chains/7/52097/77e186729b4b615a44e550608a1d96d7_featured_v2.jpg
ICB Indian Craft Brewery,4.7,14.0,"North Indian, Asian, Continental","Survey 90/3, K, 572/90, Dadamastan Layout, Manayata Tech Park, Outer Ring Road, Opposite Manpho Convention Center, Nagawara, Bangalore",Bangalore,/bangalore/icb-indian-craft-brewery-nagawara-bangalore/info,https://b.zmtcdn.com/data/pictures/5/21606835/590058bca9ae00d93528fe9191b472cf_featured_v2.jpg
HEYOU,4.4,177.0,"Bar Food, Asian, Indian","Ground Floor 18, Ramanashree Arcade, Mahatma Gandhi Road, Craig Park Layout, Ashok Nagar, MG Road, Bangalore",Bangalore,/bangalore/heyou-mg-road-bangalore/info,https://b.zmtcdn.com/images/res_avatar_476_320_1x_new.png
Absolute Shawarma,3.9,11.0,"Shawarma, Fast Food, Burger","Laxshmi Complex, Mahadeshwar Nagar, Satnoor Road, Chanapatna, Bangalore",Bangalore,/bangalore/absolute-shawarma-chanapatna-bangalore/info,https://b.zmtcdn.com/data/pictures/4/21066034/6eaaccc508621f55d211dbefcb788bf9_o2_featured_v2.jpg
KAI Bar And Kitchen,4.4,436.0,"Asian, Continental, Oriental","Du Parc Trinity 17, Mahatma Gandhi Road, Near Bank of Baroda, Craig Park Layout, Ashok Nagar, MG Road, Bangalore",Bangalore,/bangalore/kai-bar-and-kitchen-mg-road-bangalore/info,https://b.zmtcdn.com/images/res_avatar_476_320_1x_new.png
Long Boat Brewing Co.,4.3,34.0,"Chinese, Asian, North Indian","1st Main, MSR Layout, Chandra Layout, Marathahalli, Bangalore",Bangalore,/bangalore/long-boat-brewing-co-marathahalli-bangalore/info,https://b.zmtcdn.com/data/pictures/5/20478855/ad1a9e82956ae1f8fde7ac6104c40746_featured_v2.jpg
Lumara Bar & Kitchen,4.1,1363.0,"Bar Food, North Indian, Chinese","4th Floor, Trinity Circle, MG Road, Bangalore",Bangalore,/bangalore/lumara-bar-kitchen-mg-road-bangalore/info,https://b.zmtcdn.com/data/pictures/7/21581987/c196eddde4b290a6902ac4c39caa6a3e_featured_v2.jpg
Maize & Malt- Craft Brewery & Kitchen,4.5,18.0,"Continental, Asian, South Indian","36, 1st Phase, Whitefield, Bangalore",Bangalore,/bangalore/maize-malt-craft-brewery-kitchen-whitefield-bangalore/info,https://b.zmtcdn.com/data/pictures/0/21231870/e27a4d94245e9579dba579577b5b3119_featured_v2.jpg
Pincode By Kunal Kapur,4.4,400.0,"North Indian, Chinese, Momos","Level 5, 1MG Mall, MG Road, 1/2, Swami Vivekananda Road, MG Road, Bangalore",Bangalore,/bangalore/pincode-by-kunal-kapur-mg-road-bangalore/info,https://b.zmtcdn.com/images/res_avatar_476_320_1x_new.png
Uru,4.2,41.0,"North Indian, Asian, Continental","4th Phase, Near Maratt Estate, Dollar Layout, Bannerghatta Rd, JP Nagar, Bangalore",Bangalore,/bangalore/uru-1-jp-nagar-bangalore/info,https://b.zmtcdn.com/data/pictures/3/19122613/d52a2cca1a27074a750cc137ae66df9f_featured_v2.jpg
The Mandarin Table,4.2,1009.0,"Chinese, Asian, Sichuan","Ward 78, New 56 Place Road, Vasanth Nagar, Bengaluru, Vasanth Nagar, Bangalore",Bangalore,/bangalore/the-mandarin-table-vasanth-nagar-bangalore/info,https://b.zmtcdn.com/data/pictures/3/57703/60ae07ecb09b48d041658fd7ce8c42f5_featured_v2.jpg
Mykos Craft Kitchen & Bar,4.2,13.0,"Continental, Italian, Chinese","4th Floor, SRK Towers, Bannerghatta Road, Bangalore",Bangalore,/bangalore/mykos-craft-kitchen-bar-bannerghatta-road-bangalore/info,https://b.zmtcdn.com/data/pictures/1/20973911/9349036bcfa3e7b61cffe0e2d182804f_featured_v2.jpg
Ssaffron,4.4,1802.0,"Modern Indian, North Indian, Finger Food","56-6B, Palace Road, Vasanth Nagar, Bangalore",Bangalore,/bangalore/ssaffron-1-vasanth-nagar-bangalore/info,https://b.zmtcdn.com/data/pictures/2/57702/f00f1e73ca419aba71f1936724d8ddaf_o2_featured_v2.jpg
ABV -  Artisanal Bier Village,4.5,8678.0,"Continental, Asian, North Indian","391, ITPL Main Road, Hoodi, Karnataka, Whitefield, Bangalore",Bangalore,/bangalore/abv-artisanal-bier-village-whitefield-bangalore/info,https://b.zmtcdn.com/data/pictures/9/21634679/61dfb314fb77bce49f31569df5dd6a18_featured_v2.jpg
B Café,4.4,1385.0,"North Indian, Italian, Chinese","56-6B, Palace Road, Vasanth Nagar, Bangalore",Bangalore,/bangalore/b-café-vasanth-nagar-bangalore/info,https://b.zmtcdn.com/data/pictures/2/59452/e452539496407f6f8ce706cf2111b010_featured_v2.jpg
BLR Brewing Co.,4.3,30.0,"North Indian, Continental, Asian","2, Doddanekundi Industrial Area, Seetharampalya, Near Brookefield HDFC Bank, Whitefield, Bangalore",Bangalore,/bangalore/blr-brewing-co-1-whitefield-bangalore/info,https://b.zmtcdn.com/data/pictures/4/20942924/2192cb58e06cecd79d99fabb376ef75d_featured_v2.jpg
Caprese,4.7,617.0,"Italian, Continental","Level 18, Artezia Hotel, 56-6B, Palace Rd, Abshot Layout, Vasanth Nagar, Bangalore",Bangalore,/bangalore/caprese-vasanth-nagar-bangalore/info,https://b.zmtcdn.com/data/pictures/5/57705/546bc3187c53cb58e334f0b6214838a4_featured_v2.jpg
The Palms Brew & Kitchen,4.4,21.0,"Modern Indian, North Indian","4/A2, Puttenhalli, Kothanur Main Road, JP Nagar, Bangalore",Bangalore,/bangalore/the-palms-brew-kitchen-jp-nagar-bangalore/info,https://b.zmtcdn.com/data/pictures/8/21306638/0e93743deeb4ea5420cf4a6575869c4c_featured_v2.jpg
Hype,4.6,821.0,"Finger Food, Beverages, Desserts","56-6B, Palace Road, Vasanth Nagar, Bengaluru, Vasanth Nagar, Bangalore",Bangalore,/bangalore/hype-vasanth-nagar-bangalore/info,https://b.zmtcdn.com/data/pictures/6/57706/2d5817442416471d7c57f915d7b675b1_featured_v2.jpg
Helen's Place,4.3,11.0,"European, Asian, Modern Indian","90, Service Road, Marathahalli, Bangalore",Bangalore,/bangalore/helens-place-1-marathahalli-bangalore/info,https://b.zmtcdn.com/data/pictures/5/21671775/36bff05f486083dbb052310515b94589_featured_v2.jpg
JULIET,4.1,1912.0,"Asian, Continental, Sushi","5Th Floor, 1 MG Mall, Trinity Circle, Shanti Nagar, Old Madras Road, Ulsoor, Bangalore",Bangalore,/bangalore/juliet-ulsoor-bangalore/info,https://b.zmtcdn.com/data/pictures/4/20810674/c092d1145f30633baa56409b7142f885_featured_v2.jpg
PHURR,4.5,4241.0,"North Indian, Asian, Continental","614 & 615, Ground Floor, Hal 2nd Stage, 12th Main Road, Indiranagar, Bangalore",Bangalore,/bangalore/phurr-indiranagar-bangalore/info,https://b.zmtcdn.com/data/pictures/1/22383261/739e7991-fdf8-4843-88bd-a61d2aff45ed_o2_featured_v2.png
FOO Asian Tapas,4.4,326.0,"Chinese, Sushi, Asian","608, Ground Floor, 7th Cross, HAL 2nd Stage, 12th Main Road, Indiranagar, Bangalore",Bangalore,/bangalore/foo-asian-tapas-indiranagar-bangalore/info,https://b.zmtcdn.com/data/pictures/3/22786403/9442fdf0-6ad5-45b1-be75-e644a7b0b8dd_o2_featured_v2.png
Biergarten,4.4,20.0,"Continental, European, BBQ","57/1A, Adjacent To Outer Varthur Road, Devarabisanahalli, Bangalore Bangalore East, Bellandur, Bangalore",Bangalore,/bangalore/biergarten-bellandur-bangalore/info,https://b.zmtcdn.com/data/pictures/4/21152034/1f789dadc11b23a0734d780b6efa4423_featured_v2.jpg
Good Flippin' Burgers,4.2,2263.0,"American, Burger, Fast Food","1/A, Church Street, Bangalore",Bangalore,/bangalore/good-flippin-burgers-church-street-bangalore/info,https://b.zmtcdn.com/data/pictures/chains/6/21280126/d675f1ca85a593e648b490753fe0555b_featured_v2.jpg
Indian Biere House,4.5,24.0,"Continental, Mediterranean, North Indian","4 & 5, 5th Phase, 100 Feet Outer Ring Road, JP Nagar, Bangalore",Bangalore,/bangalore/indian-biere-house-jp-nagar-bangalore/info,https://b.zmtcdn.com/data/pictures/3/20657123/0c200864d0d99f38399f9ea9452e2a55_featured_v2.jpg
Gufha,4.5,2089.0,"North Indian, Chinese, Continental","101, Railway Parallel Road, Kumarapark West, Kumara Park West, Seshadripuram, Bangalore",Bangalore,/bangalore/gufha-seshadripuram-bangalore/info,https://b.zmtcdn.com/data/pictures/0/20515730/e00cfc86093841a7f3911f2bb9426fcc_o2_featured_v2.jpg
Cafe Petriqor,4.5,1988.0,"Asian, Continental, Coffee","602, Ground Floor, 15th Cross, Outer Ring Road, 24th Main, JP Nagar, Bangalore",Bangalore,/bangalore/cafe-petriqor-jp-nagar-bangalore/info,https://b.zmtcdn.com/data/pictures/6/19820726/9c90ba7b0eb549d4b68f5893fa460b0b_o2_featured_v2.jpg
Omira,4.234118852459017,1991.6997950819673,"Pizza, Fast Food, Burger","Hal 2nd, Stage 953, 12th Main Road, HAL Appareddipalaya, Indiranagar, Bangalore",Bangalore,/bangalore/omira-indiranagar-bangalore/info,https://b.zmtcdn.com/images/res_avatar_476_320_1x_new.png
Brahma Brews,4.5,33.0,"Asian, North Indian, South Indian","24th Main, 7th Phase, Opposite Brigade Palm Springs, JP Nagar, Bangalore",Bangalore,/bangalore/brahma-brews-jp-nagar-bangalore/info,https://b.zmtcdn.com/data/pictures/6/18853706/bc8474dc1cf313f7469a29546daaac3f_featured_v2.jpg
Miso Sexy,4.6,14.0,"Japanese, Chinese, Sushi","963, HAL 2nd Stage, Doopanahalli, 12th Main Road, Indiranagar, Bangalore",Bangalore,/bangalore/miso-sexy-indiranagar-bangalore/info,https://b.zmtcdn.com/data/pictures/0/20275310/39c422a3a4ec859fa7e378d5d209958c_featured_v2.jpg
Zero Degree On The Hill Brewery And Kitchen,3.9,530.0,"North Indian, Chinese, Fast Food","Ground Floor, 183 BEML Layout Near Shakthi Hill Resort, RR Nagar, Rajarajeshwari Nagar, Bangalore",Bangalore,/bangalore/zero-degree-on-the-hill-brewery-and-kitchen-rajarajeshwari-nagar-bangalore/info,https://b.zmtcdn.com/images/res_avatar_476_320_1x_new.png
Daddy,4.3,26.0,"Continental, North Indian, Asian","963, 12th Main Road, Indiranagar, Bangalore",Bangalore,/bangalore/daddy-indiranagar-bangalore/info,https://b.zmtcdn.com/data/pictures/6/19092616/dae282ca6478547226ced8840bc2ba6f_featured_v2.jpg
Ironhill Forum South Bengaluru,4.5,10.0,"North Indian, Pizza, Fast Food","4th floor, Cross Metro Station, Forum South Bengaluru, Anjanadri Layout, Konanakunte, Bengaluru, Karnataka, Kumaraswamy Layout, Bangalore",Bangalore,/bangalore/ironhill-forum-south-bengaluru-kumaraswamy-layout-bangalore/info,https://b.zmtcdn.com/data/pictures/8/21592908/3d773d5a761a3fcdf1f6d8643bf13f07_featured_v2.jpg
Kappa Chakka Kandhari,4.5,2922.0,"Kerala, South Indian, Desserts","438, 18th Main Road, Koramangala 6th Block, Bangalore",Bangalore,/bangalore/kappa-chakka-kandhari-koramangala-6th-block-bangalore/info,https://b.zmtcdn.com/data/pictures/7/19250177/c9abe54d6441d21b6caf9691d9e6f41b_featured_v2.jpg
Pizza 4P's,4.1,453.0,"Pizza, Pasta","No-3275/A, 12th Main Road, HAL 2nd Stage, Ward 72, Indiranagar, Bangalore",Bangalore,/bangalore/pizza-4ps-indiranagar-bangalore/info,https://b.zmtcdn.com/data/pictures/3/21067803/82134a33604bd7a7977f719f9d34ff24_featured_v2.jpg
Mahesh Lunch Home,4.2,4965.0,"Seafood, Mangalorean, South Indian","2011, First Floor, HAL Second Stage, Indiranagar, Bangalore",Bangalore,/bangalore/mahesh-lunch-home-1-indiranagar-bangalore/info,https://b.zmtcdn.com/data/pictures/6/19918506/fc4ffec828336b632fd59e18b25fa085_featured_v2.jpg
Magic Mocktails Cafe,3.9,9.0,"Beverages, Pizza, Burger","GST Office Building, Chanapatna, Bangalore",Bangalore,/bangalore/magic-mocktails-cafe-2-chanapatna-bangalore/info,https://b.zmtcdn.com/data/pictures/5/21136495/9189886080e6390199708c66ee77671e_o2_featured_v2.jpg
Quarter Peter,4.0,527.0,"Bar Food, South Indian","23, Ground Floor, KHB Colony, Koramangala Industrial Layout, 1st Main Road, Koramangala 7th Block, Bangalore",Bangalore,/bangalore/quarter-peter-koramangala-7th-block-bangalore/info,https://b.zmtcdn.com/images/res_avatar_476_320_1x_new.png
The Brew Factory Brewery Pub & Kitchen,4.2,11.0,"American, Continental, European","166, 4th Floor, MEI Colony, 3rd Phase, 5th Cross Road, Peenya, Bangalore",Bangalore,/bangalore/the-brew-factory-brewery-pub-kitchen-peenya-bangalore/info,https://b.zmtcdn.com/data/pictures/0/21832530/a4e05c5c6400c734498cf21c0223d86d_featured_v2.jpg
Xero Degrees,4.0,1520.0,"Cafe, Coffee, Fast Food","126, KHB Colony, Koramangala 5th Block, Bangalore",Bangalore,/bangalore/xero-degrees-koramangala-5th-block-bangalore/info,https://b.zmtcdn.com/data/pictures/0/20535860/4bd9a08bbcf303fc4092e72236d6b0c3_featured_v2.jpg
Helen & Lorena's Place,4.234118852459017,1991.6997950819673,"Portuguese, Spanish, Mediterranean","Ground Floor, Kodathi Gate, 117-1, Sarjapur-Marathahalli Road, Sarjapur Road, Bangalore",Bangalore,/bangalore/helen-lorenas-place-sarjapur-road-bangalore/info,https://b.zmtcdn.com/images/res_avatar_476_320_1x_new.png
Jook Taproom,4.1,5627.0,"North Indian, South Indian, Chinese","3, 4th Floor, Smart Square Complex, 100 Feet Road, Indiranagar, Bangalore",Bangalore,/bangalore/jook-taproom-indiranagar-bangalore/info,https://b.zmtcdn.com/data/pictures/3/20210803/f5f286c45577f0999497d11938f95b10_featured_v2.jpg
Tall Oaks,4.3,12.0,"Asian, Italian, Pizza","152/24-1, Bangalore East, Seegehalli, Bangalore",Bangalore,/bangalore/tall-oaks-seegehalli-bangalore/info,https://b.zmtcdn.com/data/pictures/5/21211415/8eeee36a700cb13e51bf79417dd389ea_featured_v2.jpg
403 Forbidden Bar,4.2,356.0,"Asian, European","789/A, First Floor, Hal 2nd Stage, Indiranagar, Bangalore",Bangalore,/bangalore/403-forbidden-bar-indiranagar-bangalore/info,https://b.zmtcdn.com/images/res_avatar_476_320_1x_new.png
Atlantis,4.2,6212.0,"North Indian, Asian","Survey 38, 38/5 Sarjapur Marathahalli Road, Agara Village, First Block Koramangala HSR Layout, Bengaluru",Bangalore,/bangalore/atlantis-hsr-bangalore/info,https://b.zmtcdn.com/data/pictures/5/21610295/cb394b2058069b56e828b015f021cbf1_featured_v2.jpg
Betta Restobar,4.2,148.0,"North Indian, South Indian, Pizza","Shop 370, 14th Cross Road, Armane Nagar, Sadashiv Nagar, Bangalore",Bangalore,/bangalore/betta-restobar-sadashiv-nagar-bangalore/info,https://b.zmtcdn.com/data/pictures/6/22773516/f7161582-ecb7-45bc-8271-b55cb1583234_o2_featured_v2.jpeg
Candles  Brewhouse,4.2,9941.0,"Italian, Continental, American","12th Floor, Near Godrej Apartments, Bellary Road, Hebbal, Bangalore",Bangalore,/bangalore/candles-brewhouse-hebbal-bangalore/info,https://b.zmtcdn.com/data/pictures/0/20507470/5ed60babeef5ed7fa4f6aa25c156a2ce_featured_v2.jpg
BudBee 104 Resto Bar,4.3,196.0,"North Indian, Chinese, Biryani","65, 5th Block, Jyoti Nivas College Road, Koramangala 7th Block, Bangalore",Bangalore,/bangalore/budbee-104-resto-bar-koramangala-7th-block-bangalore/info,https://b.zmtcdn.com/images/res_avatar_476_320_1x_new.png
Byg Brewski Brewing Company,4.4,86.0,"North Indian, Continental, Asian","10/61/2A/2 & 10/62/2A/3, Doddakannenahalli, Sarjapur Road, Bangalore",Bangalore,/bangalore/byg-brewski-brewing-company-sarjapur-road-bangalore/info,https://b.zmtcdn.com/data/pictures/2/58882/c2e419698cbb81a9296eece989158f64_featured_v2.jpg
Mamagoto,4.3,6553.0,"Asian, Chinese, Thai","618, 3rd Floor, HAL 2nd Stage, 12th Main Road, Indiranagar, Bangalore",Bangalore,/bangalore/mamagoto-indiranagar/info,https://b.zmtcdn.com/data/pictures/8/58698/b0252c9fc00b76581ca1157a9adbc5f5_featured_v2.jpg
Oyster Bar & Kitchen,4.2,29.0,"North Indian, Chinese, Continental","36, Third Floor, 14 Main Road, Sector 7, HSR, Bangalore",Bangalore,/bangalore/oyster-bar-kitchen-hsr-bangalore/info,https://b.zmtcdn.com/data/pictures/5/19231655/8430ddcf296afb35d75ca9e14f7dfca6_featured_v2.jpg
La Gioia - Italian Bar and Restaurant | Pizzeria,4.2,1347.0,"Pizza, Pasta, Italian","1085, 1st & 2nd Floor, 12th Main Road, H.A.L. 2nd Stage, Indiranagar, Bangalore",Bangalore,/bangalore/la-gioia-italian-bar-and-restaurant-pizzeria-indiranagar-bangalore/info,https://b.zmtcdn.com/data/pictures/7/21357887/60911c02a4509bbf3c826b1f8b302d53_featured_v2.jpg
Mannheim Craft Brewery,4.4,5140.0,"North Indian, Asian, American","40H, Whitefield Road, Doddanakundi Industrial Area 2, Phase II, Hoodi, Bengaluru, Whitefield, Bangalore",Bangalore,/bangalore/mannheim-craft-brewery-whitefield-bangalore/info,https://b.zmtcdn.com/data/pictures/6/21397436/3b4b61e1e7137ff28ec8c2ef736bae6d_featured_v2.jpg
1131 Bar + Kitchen By House Of Commons,4.3,15.0,"Finger Food, North Indian, Continental","Hal 2 Stage, 100 Feet Road, Indiranagar, Bangalore",Bangalore,/bangalore/1131-bar-kitchen-by-house-of-commons-indiranagar-bangalore/info,https://b.zmtcdn.com/data/pictures/2/18580202/6c99c582adb2a8a19f3d35515c692f6b_featured_v2.jpg
The Golden Circle Brewery,4.2,8557.0,"North Indian, Chinese, South Indian","41/9, 154/41/9, BBMP, Doddakanneli, Carmelram, Sarjapur Road, Bangalore",Bangalore,/bangalore/the-golden-circle-brewery-sarjapur-road-bangalore/info,https://b.zmtcdn.com/data/pictures/1/21568331/d86a3fbfa151d2754dec58f3c6f841d9_featured_v2.jpg
The Wild Fork,4.5,649.0,"North Indian, Chinese, South Indian","La Marvella, 1, South End Circle, 14th Cross Road, Next to Infosys Science Foundation, 2nd Block Jayanagar, Bangalore",Bangalore,/bangalore/the-wild-fork-jayanagar-bangalore/info,https://b.zmtcdn.com/data/pictures/6/22403716/7c55479404e5d411ef7e1c39a07582cd_o2_featured_v2.jpg
Macaw By Stories,4.2,15.0,"South Indian, North Indian, Chinese","2224, 2225, AECS Layout, Near Singasandra, Hosur Main Road, Bommanahalli, Bangalore",Bangalore,/bangalore/macaw-by-stories-bommanahalli-bangalore/info,https://b.zmtcdn.com/data/pictures/4/20707544/cca41bc2179e9056c884b03dc6bf6318_featured_v2.jpg
Subz,4.2,4946.0,"North Indian, Chinese, Desserts","Ground Floor, Cosmopolitan Club, 3rd Block, 22nd Cross, Jayanagar, Bangalore",Bangalore,/bangalore/subz-jayanagar/info,https://b.zmtcdn.com/data/pictures/5/51815/c8a05aafc98d679b7213cbfda0e34c5e_featured_v2.jpg
Stories Brewery & Kitchen,4.3,28.0,"North Indian, Continental, Chinese","348/1/2, 29th Main, 2nd Stage, Lake Road, BTM Layout Near Blue Dart, South Bangalore -560076, BTM, Bangalore",Bangalore,/bangalore/stories-brewery-kitchen-btm-bangalore/info,https://b.zmtcdn.com/data/pictures/8/18811668/5bb4f1dfee4b7eafaae4f8b6398d90c6_featured_v2.jpg
HOD - House Of Dopamine,4.1,2030.0,"Continental, Chinese, Asian","36, 5th Block, 4th B Cross Road, Koramangala 7th Block, Bangalore",Bangalore,/bangalore/hod-house-of-dopamine-koramangala-7th-block-bangalore/info,https://b.zmtcdn.com/data/pictures/5/21568665/f547626d9f962d6d8a2155fabeb5d656_featured_v2.jpg
Thyme and Whisk,4.2,2184.0,"Continental, Asian, North Indian","Second Floor, Skywards Sun Park, Phase 1, Electronic City, Bangalore",Bangalore,/bangalore/thyme-and-whisk-electronic-city-bangalore/info,https://b.zmtcdn.com/data/pictures/6/21040636/c10a0cd94b0df24a6a0bc2992ccb3552_featured_v2.jpg
21st Amendment Gastrobar,4.4,9618.0,"North Indian, Pasta, Chinese","1211, 100 Feet Road, Near Peter England Generation, Doopanahalli, Indiranagar, Bangalore",Bangalore,/bangalore/21st-amendment-gastrobar-indiranagar-bangalore/info,https://b.zmtcdn.com/data/pictures/5/19189145/fe6d6e015dbe4fcacb3e4c275e4832f0_featured_v2.jpg
Suka Brew and Kitchen,4.3,4294.0,"North Indian, Seafood, Salad","1755, 1st Floor, 60 Feet Road, 8th Block, Muddinapalaya Main Road, Vishweshwaraiah Layout, Nagarbhavi, Bangalore",Bangalore,/bangalore/suka-brew-and-kitchen-nagarbhavi-bangalore/info,https://b.zmtcdn.com/data/pictures/7/22354767/06b85939f0ac40ddf8431196bb746471_o2_featured_v2.jpg
Food Springs,4.2,3127.0,"Chinese, Asian, Beverages","66/1, 1st Floor, 4th Block, 7th Main Road, Jayanagar, Bangalore",Bangalore,/bangalore/food-springs-jayanagar/info,https://b.zmtcdn.com/data/pictures/chains/5/17956705/58d3fc67130328a4d5908660beb628bd_featured_v2.jpg
Nusa Tropical Brewvilla,4.2,17.0,"North Indian, Asian, Continental","23 A Chaithanya Sharan X, Gunjur Village, Varthur Main Road, Whitefield, Bangalore",Bangalore,/bangalore/nusa-tropical-brewvilla-varthur-main-road-whitefield-bangalore/info,https://b.zmtcdn.com/data/pictures/0/20980240/df8567148bb180fa6ee75e876db2b109_featured_v2.jpg
BRAU GALIE MICROBREWERY,4.6,1377.0,"North Indian, South Indian, Biryani","4th B cross, 5th block 25, Koramangala Karnataka, Koramangala 5th Block, Bangalore",Bangalore,/bangalore/brau-galie-microbrewery-1-koramangala-5th-block-bangalore/info,https://b.zmtcdn.com/data/pictures/0/21796000/0ec844d351bc2a5a85c58f24619e1e00_featured_v2.jpg
Legends Microbrewery,4.1,2138.0,Continental,"Balagere, Devasthanagalu, Varthur Main Road, Whitefield, Bangalore",Bangalore,/bangalore/legends-microbrewery-varthur-main-road-whitefield-bangalore/info,https://b.zmtcdn.com/data/pictures/1/22681421/3b017e381ae173b2eb598cec3e0b090e_featured_v2.jpg
Arena Brewhouse,4.2,637.0,"Continental, Japanese, Middle Eastern","First floor, No 48, Indiranagar Karnataka, Indiranagar, Bangalore",Bangalore,/bangalore/arena-brewhouse-2-indiranagar-bangalore/info,https://b.zmtcdn.com/data/pictures/9/22212769/4a529ed7512dd00d24d106e5f53fbb9f_o2_featured_v2.jpg
Kalpaney,4.5,1827.0,"South Indian, North Indian, Asian","Shop 07, Phase 5, Marenahalli Road, JP Nagar, Bangalore",Bangalore,/bangalore/kalpaney-jp-nagar-bangalore/info,https://b.zmtcdn.com/images/res_avatar_476_320_1x_new.png
Koramangala SOCIAL,4.3,16.0,"North Indian, Chinese, Mexican","118, 3rd Floor, Industrial Area, 80 Feet Road, Koramangala 7th Block, Bangalore",Bangalore,/koramangalasocial/info,https://b.zmtcdn.com/data/pictures/3/18385443/51aa6cb08e9977a96432be5718b80bad_featured_v2.jpg
Jollygunj,4.3,5146.0,"North Indian, Asian, Alcoholic Beverages","17/A, 3rd & 4th Floor, 15th Cross, 3rd Phase, Outer Ring Road, JP Nagar, Bangalore",Bangalore,/bangalore/jollygunj-jp-nagar-bangalore/info,https://b.zmtcdn.com/data/pictures/0/21538950/8509792e9442ecc4d9ed4694f07993a0_featured_v2.jpg
Daffy's Brewgarden,4.2,1007.0,"South Indian, Bar Food","48, 100 Feet Road, Indiranagar, Bangalore",Bangalore,/bangalore/daffys-brewgarden-indiranagar-bangalore/info,https://b.zmtcdn.com/data/pictures/7/19613017/6a89febf47741177e96d5b1285e737ad_featured_v2.jpg
Roxie,4.5,23.0,"Continental, Asian, North Indian","26, PWD Quarters, Amblipura, Haralur Main Road, HSR Layout, Near HP Petrol Station, Sarjapur Road, Bangalore",Bangalore,/bangalore/roxie-sarjapur-road-bangalore/info,https://b.zmtcdn.com/data/pictures/0/20531530/1648d4ad82f26c2c39bdb587b6c1ff76_featured_v2.jpg
Ganbeii,4.0,1980.0,"Continental, Desserts, Kerala","91, Near Jyoti Nivas College Road, Koramangala 7th Block, Bangalore",Bangalore,/bangalore/ganbeii-koramangala-7th-block-bangalore/info,https://b.zmtcdn.com/data/pictures/2/21061552/b1c264feb1115b35907a1dd727232e4c_featured_v2.jpg
Old Mill Brewing Co,4.2,8175.0,"South Indian, North Indian, Asian","237/4, 237/5, 237/15, Gunjur Village, Varthur Main Road, Whitefield, Bangalore",Bangalore,/bangalore/old-mill-brewing-co-varthur-main-road-whitefield-bangalore/info,https://b.zmtcdn.com/data/pictures/4/21802284/d3bc61c9c03962e7e0b4e10b5150bd09_featured_v2.jpg
The Reservoire,4.4,14.0,"Continental, Asian, Bar Food","14, Near JNC Road, 17th Main Road, Koramangala 5th Block, Bangalore",Bangalore,/bangalore/the-reservoire-koramangala-5th-block/info,https://b.zmtcdn.com/data/pictures/5/18537585/309c2296f1bcc55ca8a006c5bba58ccd_featured_v2.jpg
Sky Garden,3.9,13.0,"Continental, North Indian, Pizza","3rd Floor, HVP Aster, Garudacharpalya, Oppsite Brigade Metropolis, Whitefield, Bangalore",Bangalore,/bangalore/sky-garden-whitefield-bangalore/info,https://b.zmtcdn.com/data/pictures/7/19209267/3b223b30411a122e35ae4c2d8b4b2c9c_featured_v2.jpg
Vesparo,4.2,1979.0,"North Indian, Chinese, Asian","PID 74-1-2018, 2nd, 3rd & 4th Floor, HAL 2nd Stage, Shanthinagara, 100 Feet Road, Indiranagar, Bangalore",Bangalore,/bangalore/vesparo-indiranagar-bangalore/info,https://b.zmtcdn.com/data/pictures/4/22031484/6fa73f109bfd3197c86b44951be0f917_featured_v2.jpg
