Restaurant Name,Rating,Reviews,Cuisine,Address,City,Restaurant URL,Image URL
Peg Bro Lounge Bar Kitchen,4.3,796.0,"Biryani, South Indian, Kebab","4th Floor, Chandra's Vajra Building, Miyapur Road, Near Bollaram X Road, KBR Colony, Bachupally, Hyderabad",Hyderabad,/hyderabad/peg-bro-lounge-bar-kitchen-bachupally/info,https://b.zmtcdn.com/data/pictures/5/21690245/875aa8b90cefc10047ce590cde8791e6_featured_v2.jpg
Cafe Niloufer,4.6,11.0,"South Indian, Fast Food, Pizza","Plot 30/C, Survey 83/1, Circle 20, Knowledge City, Raidurgam, Serlingampally, Near Hitech City, Hyderabad",Hyderabad,/hyderabad/cafe-niloufer-hitech-city/info,https://b.zmtcdn.com/data/pictures/chains/5/18241275/6c8a588a3922a5f510946e9a3a3fd65b_featured_v2.jpg
Hanok - Seoulful Food,4.2,497.0,"Korean, Chinese, Continental","Plot 416, Road 78, Film Nagar, Hyderabad",Hyderabad,/hyderabad/hanok-seoulful-food-film-nagar/info,https://b.zmtcdn.com/data/pictures/9/21691069/cd59775b43c319612ba2906c9f467bf5_featured_v2.jpg
YouMee,4.4,5445.0,"Chinese, Asian, Japanese","3rd Floor, Food Court, Nexus Mall KPHB Phase 9, Kukatpally, Hyderabad",Hyderabad,/hyderabad/youmee-kukatpally/info,https://b.zmtcdn.com/data/pictures/chains/3/21234403/b6fd131cec4f16e3228582a7a6bb2cad_featured_v2.jpg
Veto Bar & Kitchen,4.2,465.0,"North Indian, Chinese, South Indian","2/38 & 2/39, Serilingampally Circle 20, Kondapur, Hyderabad",Hyderabad,/hyderabad/veto-bar-kitchen-kondapur/info,https://b.zmtcdn.com/data/pictures/5/21888695/8929a2ce819bc5f9816128e8415ecac4_featured_v2.jpg
Karafa,4.4,1650.0,"Cafe, Coffee, Desserts","Plot 1182 Cable Bridge Road Jubilee Hills, Hyderabad",Hyderabad,/hyderabad/karafa-1-jubilee-hills/info,https://b.zmtcdn.com/data/pictures/7/21181977/414fa26f866262db1b3aca85d672d46c_featured_v2.jpg
Ko Ko Kai - Asian Kitchen And Cocktails,4.5,2155.0,"Japanese, Asian, Sushi","House 11-5/1/431, Survey 156, 4th Floor & 5th Floor, Block K-3, Narsingi Village, Gandipet, Hyderabad",Hyderabad,/hyderabad/ko-ko-kai-asian-kitchen-and-cocktails-gandipet/info,https://b.zmtcdn.com/data/pictures/1/20987701/3ce641c300b34dd22895e215dee6579e_featured_v2.jpg
Sorrel,4.4,2134.0,"North Indian, Chinese, Continental","G/6B, Ground Floor, Jai Hind Enclave, Serlingampally Circle 20, Madhapur, Hyderabad",Hyderabad,/hyderabad/sorrel-madhapur/info,https://b.zmtcdn.com/data/pictures/4/21108594/5db21754acdd623e6facd4970d50aab4_featured_v2.jpg
Sky 100 Kitchen & Bar,3.9,392.0,"Continental, North Indian, Biryani","Plot 323, 7th Floor, Survey 11, Excello Building, 100 Feet Road, SBH Officers Colony, Mega Hills, Madhapur, Hyderabad",Hyderabad,/hyderabad/sky-100-kitchen-bar-madhapur/info,https://b.zmtcdn.com/images/res_avatar_476_320_1x_new.png
LastHouse: By The Lake,3.8,389.0,"Cafe, Coffee, Tea","Near Durgam Cheruvu Road, Amar Co Operative Society, Doctor's Colony, Madhapur, Jubilee Hills, Hyderabad",Hyderabad,/hyderabad/lasthouse-by-the-lake-jubilee-hills/info,https://b.zmtcdn.com/data/pictures/1/20926961/185a011207962d80e2dd857328570e25_featured_v2.jpg
The Waterfront Bar & Grill,4.1,1633.0,"Finger Food, Mughlai, Chinese","Eat Street, Necklace Road, PV Narasimha Rao Marg, Hussain Sagar, Khairtabad, Hyderabad, Necklace Road, Hyderabad",Hyderabad,/hyderabad/the-waterfront-bar-grill-necklace-road/info,https://b.zmtcdn.com/data/pictures/7/90857/86bdba7aa93a5177335bc7f97b55f586_featured_v2.jpg
Tiger Lily Bistro,4.3,3847.0,"Continental, Pizza, Pasta","272, Road 10, Near Sbricks Castle, Venkatagiri, Jubilee Hills, Hyderabad",Hyderabad,/hyderabad/tiger-lily-bistro-1-jubilee-hills/info,https://b.zmtcdn.com/data/pictures/4/19239754/c8f25407801bbee378c47d702b4b34f7_featured_v2.jpg
Pause,3.6,2340.0,"North Indian, Italian, Asian","Plot 2 and 3, Second Floor, SBR Surya Pearl Building, Near IKEA, Phase 2, Rai Durg, Hitech City, Hyderabad",Hyderabad,/hyderabad/pause-hitech-city/info,https://b.zmtcdn.com/data/pictures/8/20524778/699aeb364d98704fbcd593c2430cbc1b_featured_v2.jpg
Adhira & Appa Coffee,4.1,39.0,"South Indian, Coffee, Beverages","SURVEY NO-199,FLAT NO-70C,, JYOTHI GRANULES BUILDING, KONDAPUR, Serlingampally Circle No 20, Hyderabad, Telangana - 500084, Telangana",Hyderabad,/hyderabad/adhira-appa-coffee-kondapur/info,https://b.zmtcdn.com/data/pictures/5/22488455/913f699b-8176-4058-aac7-f12ee3d85cdd_o2_featured_v2.jpg
SKYHY Live,4.1,1601.0,"Chinese, Continental, Fast Food","4/5, 4b/5b, Sri Tirumala Platinum, Gachibowli, Hyderabad",Hyderabad,/hyderabad/skyhy-live-gachibowli/info,https://b.zmtcdn.com/data/pictures/8/20059868/8c1cc26dc92b3e879323557804f05be0_featured_v2.jpg
Mirosa Cafe & Kitchen,4.3,3117.0,"Pizza, Burger, Fast Food","3-6-236/2, 3-6-236/2/A, Road 15, AP State Housing Board, Himayath Nagar, Hyderabad",Hyderabad,/hyderabad/mirosa-cafe-kitchen-1-himayath-nagar/info,https://b.zmtcdn.com/data/pictures/5/20644895/2b8b801ff966cc12f7f57475a14065a0_featured_v2.jpg
Kritaa Nagar,4.2,2133.0,"Biryani, Chinese, South Indian","Polt no: 40 & 41,Survey No:115/01,IT park,Nanakramguda, Serlingampally Circle No 20, Hyderabad, Telangana-500032, Telangana",Hyderabad,/hyderabad/kritaa-nagar-gachibowli/info,https://b.zmtcdn.com/data/pictures/1/21789971/2a447d811a5ffa358225d314e9a65687_featured_v2.jpg
Kuchipudi - Katriya Hotels,3.7,122.0,"Andhra, Seafood, Hyderabadi","8, Raj Bhavan Road, Somajiguda, Hyderabad",Hyderabad,/hyderabad/kuchipudi-katriya-hotels-somajiguda/info,https://b.zmtcdn.com/data/pictures/1/91831/53f6b2af2749c4e50cb1ef5db3727e3a_featured_v2.jpg
Lava Stone Fire World,4.234118852459017,1991.6997950819673,"North Indian, Chinese, South Indian","2 Floor jyothi imperial vamsiran builders Janardan Hills Telangana, Hitech City, Hyderabad",Hyderabad,/hyderabad/lava-stone-fire-world-hitech-city/info,https://b.zmtcdn.com/images/res_avatar_476_320_1x_new.png
Telugu Medium Kitchen & Bar,4.2,7139.0,"South Indian, North Indian, Andhra","Plot 1062, Nandagiri Hills, Road 46, Jubilee Hills, Hyderabad",Hyderabad,/hyderabad/telugu-medium-kitchen-bar-jubilee-hills/info,https://b.zmtcdn.com/data/pictures/1/20697201/296ee129cfa50b3ca71b5ec1b379e527_featured_v2.jpg
House Of Bagaara,4.4,4649.0,"Biryani, Chinese, Hyderabadi","The Square, Plot No.4, Metro Pillar No.1745, Durgam Cheruvu, Madhapur, Hyderabad, Telangana",Hyderabad,/hyderabad/house-of-bagaara-1-madhapur/info,https://b.zmtcdn.com/data/pictures/6/20956166/233f7ee409a56724377e14b933e783a3_featured_v2.jpg
The Bougainvillea & Zuci,4.6,1715.0,"Continental, Asian, Sushi","31, Plot 695, Aditya Enclave, Venkatagiri, Jubilee Hills, Hyderabad",Hyderabad,/hyderabad/the-bougainvillea-zuci-jubilee-hills/info,https://b.zmtcdn.com/data/pictures/8/19327828/8a6a3972f2f17af53013fac6d5a28d9f_featured_v2.jpg
Cream Centre,4.6,1533.0,"North Indian, Chinese, Biryani","Shop CD/4, Ground Floor, Salarpuria Satva, Hitech City, Hyderabad",Hyderabad,/hyderabad/cream-centre-1-hitech-city/info,https://b.zmtcdn.com/data/pictures/6/20781136/37caab1f257e29eafd6968d11965db48_featured_v2.jpg
Mahua Kitchen and Bar,4.234118852459017,1991.6997950819673,"North Indian, Fast Food, Bar Food","H 1-95/F, SY 508/A, Opposite Bharat Petrol Bunk, Bachupally, Hyderabad",Hyderabad,/hyderabad/mahua-kitchen-and-bar-bachupally/info,https://b.zmtcdn.com/images/res_avatar_476_320_1x_new.png
Solcito - The Leela,4.1,152.0,"Continental, Oriental, European","Lobby Level, THE LEELA, 8-2-268/A/1/1, Sagar Society, Sri Nagar Colony, Aurora Colony, Banjara Hills, Hyderabad",Hyderabad,/hyderabad/solcito-the-leela-banjara-hills/info,https://b.zmtcdn.com/data/pictures/4/21611924/4cf51981c7b17c30f046f5b2068c5058_featured_v2.jpg
Globe Buffetio,4.2,1732.0,"South Indian, Asian, North Indian","40/41, 1st Floor, Tower C, Road 2, Financial District, Hyderabad",Hyderabad,/hyderabad/globe-buffetio-financial-district/info,https://b.zmtcdn.com/data/pictures/5/21018445/25fe42130d7e572997c3c41166c350b8_featured_v2.jpg
Murugan Kitchen,4.4,261.0,"South Indian, Biryani, Chinese","Door 1-74/DH/272, 272, Survey 52, Plot 25, Lumbini Avenue, Gachibowli, Hyderabad",Hyderabad,/hyderabad/murugan-kitchen-1-gachibowli/info,https://b.zmtcdn.com/data/pictures/1/22795581/5d6de1225886b9745fe47f3ec466fc45_o2_featured_v2.jpg
Chaitanya Food Court,4.3,194.0,"Andhra, South Indian, Biryani","MIG 25-26, Kukatpally Housing Board Colony, Circle P, 5th Phase, Hitech City Road, Near Malaysian Townshi, Kukatpally, Hyderabad",Hyderabad,/hyderabad/chaitanya-food-court-kukatpally/info,https://b.zmtcdn.com/data/pictures/9/93959/52243121b9bfe8bf9040c4aedd294e22_featured_v2.jpg
Lifafa Cafe & Bistro,4.3,2380.0,"Cafe, Chinese, Asian","588/1 2 1/2, H Square, Ground Floor, Survey Saraswathi Colony, Inner Ring Road, Uppal, Secunderabad",Hyderabad,/hyderabad/lifafa-cafe-bistro-1-uppal-secunderabad/info,https://b.zmtcdn.com/data/pictures/2/19963512/610fa0905c090d3e8382e5db0a49c49b_featured_v2.jpg
Meld Haus,4.2,1221.0,"Biryani, Indian, Chinese","Plot 172 & 173, Uppal Mandal, Uppal Bhagat, Circle 2, Nagole, Hyderabad",Hyderabad,/hyderabad/meld-haus-nagole/info,https://b.zmtcdn.com/data/pictures/4/22229504/3bff63f1d42801cd84632f910617e279_o2_featured_v2.jpg
Kaya Restaurant,4.3,31.0,"Biryani, South Indian","Survey 11/33, Gowthamanagar Khanamet Village, Serlingampally Circle 20, Serilingampally, Madhapur, Hyderabad",Hyderabad,/hyderabad/kaya-restaurant-madhapur/info,https://b.zmtcdn.com/data/pictures/9/22418369/fcf5aced4ba3eb8859d8dcfca8b6e428_o2_featured_v2.jpg
Koi & Co. Bar And Kitchen,4.4,3625.0,"North Indian, Chinese, Continental","5th Avenue, Sai Baba Officers Colony, Sainikpuri, Secunderabad",Hyderabad,/hyderabad/koi-co-bar-and-kitchen-sainikpuri-secunderabad/info,https://b.zmtcdn.com/data/pictures/4/21055784/ece712ca074d26fdac88d5a7407d2ee1_featured_v2.jpg
Cu2 Brewhouse,4.3,1822.0,"North Indian, Italian, Chinese","One Golden Mile, Golden Mile Road, Kokapet, Financial District, Hyderabad",Hyderabad,/hyderabad/cu2-brewhouse-financial-district/info,https://b.zmtcdn.com/data/pictures/0/20972280/59aae911cad49c49a20be98abc71b531_featured_v2.jpg
PUP - Paws Unleash Play,4.4,167.0,American,"Huda Enclave, Jubilee Hills, Hyderabad",Hyderabad,/hyderabad/pup-paws-unleash-play-jubilee-hills/info,https://b.zmtcdn.com/images/res_avatar_476_320_1x_new.png
Ohri's Gufaa,4.3,5616.0,"North Indian, Mughlai, Biryani","5-9-30/16-20, Opposite Old Gandhi Medical College, New MLA Quarters, Basheer Bagh, Hyderabad",Hyderabad,/hyderabad/ohris-gufaa-basheer-bagh/info,https://b.zmtcdn.com/data/pictures/0/91720/8cf7196e6fdb5648fb3f532e28ef68e2_featured_v2.jpg
Concu,4.4,429.0,"Cafe, Coffee, Continental","1-55/191/94 & 95, Unit 2, Ground Floor, Circle 20, Camelot Layout, Kondapur, Hyderabad",Hyderabad,/hyderabad/concu-kondapur/info,https://b.zmtcdn.com/data/pictures/chains/6/96776/66d0a5734364bb58f3df2ae754da8880_featured_v2.jpg
ASIE,4.3,2884.0,"Chinese, Sushi, Asian","The District, Myscape Road, Nanakramguda, Financial District, Hyderabad",Hyderabad,/hyderabad/asie-financial-district/info,https://b.zmtcdn.com/images/res_avatar_476_320_1x_new.png
Melange - The Golkonda Hotel,3.5,281.0,"North Indian, Continental, European","10-1-124, The Golkonda Hotel, Masab Tank, Hyderabad",Hyderabad,/hyderabad/melange-the-golkonda-hotel-masab-tank/info,https://b.zmtcdn.com/data/pictures/8/91678/7bb0007f70b84f1799b755ab3f9944c4_featured_v2.jpg
Amyra Cafe & Kitchen,4.1,194.0,"North Indian, Italian, Pizza","2nd Floor, Shiva Shakti Towers, Road 12, Amudi Nagar, Bhola Nagar, Banjara Hills, Hyderabad",Hyderabad,/hyderabad/amyra-cafe-kitchen-banjara-hills/info,https://b.zmtcdn.com/data/pictures/9/22309429/aef4bc39e8c88a695392e701d54aaca3_o2_featured_v2.jpg
Midori Cafe And Restaurant,3.9,275.0,"Cafe, Coffee, Continental","House 3-6-240, 5th Floor, Hari Om Arjuna Tower, Himayath Nagar, Hyderabad",Hyderabad,/hyderabad/midori-cafe-and-restaurant-himayath-nagar/info,https://b.zmtcdn.com/data/pictures/2/21968322/84a249d69a6ede10a82db542b03e6a09_featured_v2.jpg
Tevar-The Progressive Indian Kitchen & Bar,4.3,2174.0,"North Indian, Modern Indian, Desserts","Shop 3, Unit 2 Block, Gate 11, Salarpuria Sattva Argus, Hitech City, Hyderabad",Hyderabad,/hyderabad/tevar-the-progressive-indian-kitchen-bar-hitech-city/info,https://b.zmtcdn.com/data/pictures/2/20855232/bcf1649a73e86a55567256b6c5f1a6bd_o2_featured_v2.jpg
TG's - The Oriental Grill,4.9,355.0,"Oriental, Chinese, Asian","Road 2, Financial District, Nanakramguda, Gachibowli, Hyderabad",Hyderabad,/hyderabad/tgs-the-oriental-grill-gachibowli/info,https://b.zmtcdn.com/data/pictures/7/21261267/4b59d4d5b1dba13c93ce448c3278ca8f_featured_v2.jpg
Food Exchange - Novotel Hyderabad Convention Centre,4.1,1711.0,"North Indian, Asian, Italian","HICC Complex, Cyberabad Post Office, Hitech City, Hyderabad",Hyderabad,/hyderabad/food-exchange-novotel-hyderabad-convention-centre-hitech-city/info,https://b.zmtcdn.com/data/pictures/3/18880623/224fa5447ce4c8e408ae5665ca2120c6_featured_v2.jpg
Via NH5 Dhaba,4.0,475.0,"North Indian, Chinese","4th Floor, Phoenix Towers A, Hitech City, Hyderabad",Hyderabad,/hyderabad/via-nh5-dhaba-1-hitech-city/info,https://b.zmtcdn.com/data/pictures/8/22447218/2d7b37ab98407e43f6a6858589215ef1_o2_featured_v2.jpg
Aura Night Club,4.2,253.0,"Bar Food, South Indian, Seafood","Survey 11, Plot 323, 7th Floor, Excello Building, 100 Feet Road, Madhapur, Hyderabad",Hyderabad,/hyderabad/aura-night-club-madhapur/info,https://b.zmtcdn.com/data/pictures/9/22132179/470b58e07f82a0bf88e2acc6a2450f0a_featured_v2.jpg
Naad,4.2,173.0,"Bakery, Beverages, Coffee","GHMS 1/89/3/1, Survey 62P, Plot 1, R-Quad, Serilingampally, Inorbit Mall Road, Madhapur, Hyderabad",Hyderabad,/hyderabad/naad-madhapur/info,https://b.zmtcdn.com/data/pictures/2/22679122/633c8ca1931d6c1c8e48cc46c9fd90d5_o2_featured_v2.jpg
Betwen Us Cafe,4.4,229.0,"Cafe, Coffee, Continental","House 1-51/191/93, Plot 93, Circle 20, Kondapur, Hyderabad",Hyderabad,/hyderabad/betwen-us-cafe-kondapur/info,https://b.zmtcdn.com/data/pictures/2/22592552/6a0aa1f6109d734118811e1c633fb378_o2_featured_v2.jpg
Black Fuel Roastery,4.2,104.0,"Cafe, Coffee, Continental","114/A, Road Number 10, Sravanthi Nagar, ICRISAT Colony, Jubilee Hills, Hyderabad",Hyderabad,/hyderabad/black-fuel-roastery-jubilee-hills/info,https://b.zmtcdn.com/data/pictures/9/21067319/d6bc4e837981963e7aff93bdb979483d_featured_v2.jpg
Rayalaseema Ruchulu,4.2,16.0,"Andhra, South Indian, Chinese","22, HUDA Techno Enclave, Sector 1, Near Axis Bank, Hitech City, Hyderabad",Hyderabad,/hyderabad/rayalaseema-ruchulu-hitech-city/info,https://b.zmtcdn.com/data/pictures/8/94788/7dd966eb3660633f7aad6b0ad8488705_featured_v2.jpg
Alley 91 Bowling Bar,3.9,288.0,Chinese,"Unit 201 & 202, Survey 319, 2nd Floor, PNP Towers, Puppalaguda, Financial District, Hyderabad",Hyderabad,/hyderabad/alley-91-bowling-bar-financial-district/info,https://b.zmtcdn.com/data/pictures/2/21677562/42b5a59e76bae3733cbd59108ff3813c_featured_v2.jpg
Rumor Sky Lounge,4.3,334.0,"European, Thai, Kebab","5th Floor, Sreshta Marvel, Q Mart, Gachibowli, Whitefields, Hyderabad",Hyderabad,/hyderabad/rumor-sky-lounge-whitefields/info,https://b.zmtcdn.com/images/res_avatar_476_320_1x_new.png
The Punjabis Swag,4.5,6118.0,"North Indian, Mughlai","19, 4 Floor, Miyapur Road, Near Croma, Kondapur, Hyderabad",Hyderabad,/hyderabad/the-punjabis-swag-kondapur/info,https://b.zmtcdn.com/data/pictures/6/20772166/0087372643a6b6490d17173aea481a74_featured_v2.jpg
Namastae - The Indian Kitchen,4.3,441.0,"South Indian, Biryani, Chinese","Plot 501, Survey 11, Ayyappa Society, Chanda Naik Nagar, Near YSR Statue, 100 Feet Road, Madhapur, Hyderabad",Hyderabad,/hyderabad/namastae-the-indian-kitchen-madhapur/info,https://b.zmtcdn.com/data/pictures/8/21447438/6a4043bef063cc83d20236292777323c_featured_v2.jpg
Native Katha,3.9,1751.0,"North Indian, South Indian, Biryani","Plot 94, Sri Swamy Ayyappa Cooperative Housing Society, Circle 20, Madhapur, Hyderabad",Hyderabad,/hyderabad/native-katha-madhapur/info,https://b.zmtcdn.com/data/pictures/3/21252073/7cef163616aa464a4a87e9dbb0643caf_o2_featured_v2.jpg
Barkaas Indo Arabic restaurant,4.0,1691.0,"Arabic, North Indian, Shawarma","1-72/3/6/28A, Plot 25, 28, 4th Floor, Serlingampally Mandal, Circle 20, P Janardhan Reddy Nagar, Near Mindspace Road, Gachibowli, Hyderabad",Hyderabad,/hyderabad/barkaas-indo-arabic-restaurant-2-gachibowli/info,https://b.zmtcdn.com/data/pictures/3/22069323/4748e8aa39aacde5e7ddf70cc604f760_featured_v2.jpg
Etsi Cafe BakeHouse Chocolatier,3.8,1077.0,Cafe,"Plot 1196/B, Road 59, Jubilee Hills, Hyderabad",Hyderabad,/hyderabad/etsi-cafe-bakehouse-chocolatier-jubilee-hills/info,https://b.zmtcdn.com/data/pictures/3/21552903/adb33553c876ba2827c3b62cc41b39df_featured_v2.jpg
Chama Gaucha,3.9,453.0,"Continental, Tex-Mex, Brazilian","Radisson, Hitech City, Gachibowli, Hyderabad",Hyderabad,/hyderabad/chama-gaucha-gachibowli/info,https://b.zmtcdn.com/data/pictures/1/18375831/b705bb97d207e8ac68431ae77dee1bf6_featured_v2.jpg
Ta.Ma.Sha Veg Cafe Gunrock,4.4,881.0,"Cafe, Coffee, Korean","216, P & T Colony, Circle 29, Akbar Road, Karkhana, Secunderabad",Hyderabad,/hyderabad/ta-ma-sha-veg-cafe-gunrock-karkhana-secunderabad/info,https://b.zmtcdn.com/data/pictures/2/21984392/651e317ad7ae2fcb213b0cf913ba5b12_featured_v2.jpg
Samskruthi South Kitchen,4.3,1379.0,"South Indian, Biryani","House 2-17-89, 2nd Floor, Ektha Pearl, Serlingampally Circle 20, BP Raju Marg, Kondapur, Hyderabad",Hyderabad,/hyderabad/samskruthi-south-kitchen-kondapur/info,https://b.zmtcdn.com/data/pictures/5/21061895/32f4e09ad41d37adbd225a7c4900828e_featured_v2.jpg
Mamagoto,4.5,10.0,"Asian, Japanese, Thai","Survey 13, Ground Floor, Western Pearl Building, Kondapur, Hyderabad",Hyderabad,/hyderabad/mamagoto-kondapur/info,https://b.zmtcdn.com/data/pictures/1/18382171/6d52ac47b9a51db0dc96f19c8f820a41_featured_v2.jpg
The Funnel Hill Creamery,4.3,1348.0,"Pasta, Cafe, Pizza","Plot 1, Brundavan Colony, Ruby Block, Pochamma Gadda, Bolarum, Fairmount Square, Kompally, Hyderabad",Hyderabad,/hyderabad/the-funnel-hill-creamery-kompally/info,https://b.zmtcdn.com/data/pictures/3/21843993/3e6756a4ddec023a422476e5a6ac2d61_featured_v2.jpg
Levant,4.4,1666.0,"Armenian, Turkish, Lebanese","Plot 17, Door 8-2-277/17/1/2/3, UBI Colony, Road 3, Banjara Hills, Hyderabad",Hyderabad,/hyderabad/levant-banjara-hills/info,https://b.zmtcdn.com/data/pictures/6/18886656/b5510b1d41d833fc55bb9e13c009046a_featured_v2.jpg
Aroma Of Dakshin,4.1,858.0,"South Indian, Andhra, Kerala","Khajaguda - Nanakramguda Road, Above CROMA, Chaitanya Enclave, Nanakramguda, Hyderabad",Hyderabad,/hyderabad/aroma-of-dakshin-nanakramguda/info,https://b.zmtcdn.com/data/pictures/6/21137046/a8d73fc4b286ec256ec0b3646b44a504_featured_v2.jpg
Kadamba,4.5,111.0,"Bar Food, Coffee","3rd Floor, R Quad, Near Ncc Building, Doctor's Colony, Hitech City, Hyderabad",Hyderabad,/hyderabad/kadamba-hitech-city/info,https://b.zmtcdn.com/images/res_avatar_476_320_1x_new.png
California Burrito,4.4,18.0,"Mexican, American, Continental","Plot 115/1 &115/29, Ground Floor, Nanakramguda, Serlingampally Circle 20, Financial District, Hyderabad",Hyderabad,/hyderabad/california-burrito-financial-district/info,https://b.zmtcdn.com/data/pictures/chains/5/20404695/b172f7555b331aa8ec87b370fef05bd9_featured_v2.jpg
Raasta,3.4,655.0,"Andhra, North Indian, Asian","Parcel 4, Octave 3, Shop 214 Gf, Sattva Knowledge City, Sy 83/1, Raidurg, Panmaktha, Serlingampally Circle 20, Hitech City, Hyderabad",Hyderabad,/hyderabad/raasta-hitech-city/info,https://b.zmtcdn.com/data/pictures/3/20961923/534d5b41843cd5e57999c7926fbba2f7_featured_v2.jpg
The Spicy Venue,4.2,21.0,"Andhra, North Indian, Biryani","Door 8-2-293/82/A/265-S, Road 10, Jubilee Hills, Hyderabad",Hyderabad,/hyderabad/the-spicy-venue-jubilee-hills/info,https://b.zmtcdn.com/data/pictures/1/91531/98f07e906be91f09ac1f4c0803747ee1_featured_v2.jpg
Niloufer Chath,4.3,208.0,"North Indian, Chinese, Kebab","C-401/406, House 8-2-685/P/2/5 FP, 4th/Terrace Floor, Circle 17, Road 12, Banjara Hills, Hyderabad",Hyderabad,/hyderabad/niloufer-chath-banjara-hills/info,https://b.zmtcdn.com/data/pictures/1/22627221/b1ed8c263a2fede2c39dc1c755d78c7a_o2_featured_v2.jpg
Kissa Coffee house,3.9,186.0,"Cafe, Coffee, Continental","House 347, Road 22, Jubilee Hills, Hyderabad",Hyderabad,/hyderabad/kissa-coffee-house-jubilee-hills/info,https://b.zmtcdn.com/data/pictures/5/22460645/9607654c403b7d3ce66a07c777758ac0_o2_featured_v2.jpg
Pind To Plate,4.2,1854.0,"North Indian, Chinese, Salad","Plot 133 & 130, 5th Floor, Near Intune Showroom, Botanical Garden Road, Kondapur, Hyderabad",Hyderabad,/hyderabad/pind-to-plate-1-kondapur/info,https://b.zmtcdn.com/data/pictures/9/22023889/3332bc3f69e99bebd0183703eb9d2add_o2_featured_v2.jpg
Radaar Bar and Kitchen,4.3,102.0,"North Indian, Bar Food, Beverages","C2, Sainikpuri, Hyderabad, Secunderabad, Sainikpuri, Secunderabad",Hyderabad,/hyderabad/radaar-bar-and-kitchen-sainikpuri-secunderabad/info,https://b.zmtcdn.com/images/res_avatar_476_320_1x_new.png
Hibacci -North East Asian Kitchen,4.3,4612.0,"Asian, Momos, Korean","Road 7, 4th Floor, In House Furniture, Banjara Hills, Hyderabad",Hyderabad,/hyderabad/hibacci-north-east-asian-kitchen-4-banjara-hills/info,https://b.zmtcdn.com/data/pictures/1/20454041/23001cdfd317f99c2d86bc474b3b6e21_featured_v2.jpg
Little Italy,4.2,3339.0,"Italian, Pizza, Pasta","Shop 314 & 315, Survey 156, 3rd Floor, Raichandani Kokapet One, Narsingi, Gandipet, Hyderabad",Hyderabad,/hyderabad/little-italy-gandipet/info,https://b.zmtcdn.com/data/pictures/6/20590666/cb6bf79907b5a6209d15c5c728ceafad_featured_v2.jpg
Vanam South Indian Kitchen & Bar,4.1,3880.0,"South Indian, Andhra, Chettinad","Plot 644, Road 36, Near Metro Station, Madhapur, Aditya Enclave, Venkatagiri, Jubilee Hills, Hyderabad",Hyderabad,/hyderabad/vanam-south-indian-kitchen-bar-jubilee-hills/info,https://b.zmtcdn.com/data/pictures/3/21536513/29c16c833f6c08b3a5e316056165bae3_featured_v2.jpg
De Chocolatier,4.3,698.0,"Desserts, Burger, Pasta","Plot 3, 1st Floor, T.NGO's Colony, My Home Vihanga Road, Financial District, Hyderabad",Hyderabad,/hyderabad/de-chocolatier-financial-district/info,https://b.zmtcdn.com/data/pictures/6/22104346/81d2d78d6c4254abd9563f42596150e3_o2_featured_v2.jpg
Lemonridge Hotels,4.3,1077.0,"North Indian, Chinese, South Indian","Plot 27, Circle 25, Surya Nagar, Chintal, Quthbullapur, Jeedimetla, Hyderabad",Hyderabad,/hyderabad/lemonridge-hotels-jeedimetla/info,https://b.zmtcdn.com/data/pictures/8/21942368/feac988ec8b23d7951b10f3402d5e004_o2_featured_v2.jpg
Adbhutaaharam,4.1,729.0,"North Indian, South Indian, Mughlai","Survey 72/1, 2nd Floor, Sri Tirumala Hub, Raidurga Nava Kalsha, Manikonda, Hyderabad",Hyderabad,/hyderabad/adbhutaaharam-manikonda/info,https://b.zmtcdn.com/data/pictures/5/20981395/76a4c6ad844cb1729cf90e0e174baebc_featured_v2.jpg
Ironhill Cafe,4.3,5477.0,"Cafe, Beverages, Coffee","Plot 11 2, Sector 1, Near Pride Honda, Huda Techno Enclave, Madhapur, Telangana 500081, Madhapur, Hyderabad",Hyderabad,/hyderabad/ironhill-cafe-madhapur/info,https://b.zmtcdn.com/data/pictures/1/19161091/40c28b0a8ee1537c795cd7f8bb134202_featured_v2.jpg
Ara Telugu Kitchen,4.234118852459017,1991.6997950819673,"Snacks, North Indian, South Indian","2nd Floor, CBI Colony, Road 36, Near Bajaj Electronics, Jubilee Hills, Hyderabad",Hyderabad,/hyderabad/ara-telugu-kitchen-jubilee-hills/info,https://b.zmtcdn.com/data/pictures/5/22820945/5ea89de7-e207-4e13-a391-fb75a8e42419_o2_featured_v2.jpeg
Zindagi Sky Bar & Kitchen,4.2,1572.0,"North Indian, Chinese, Japanese","775/A, Near Magnolia Bakery, CBI Colony, Jubilee Hills, Hyderabad",Hyderabad,/hyderabad/zindagi-sky-bar-kitchen-jubilee-hills/info,https://b.zmtcdn.com/data/pictures/7/21039297/942551f6c9283fe8391cc0bd35020430_featured_v2.jpg
Cafe Amlin,4.234118852459017,1991.6997950819673,"Cafe, Continental, Italian","8-2-686/6/D/9/1, Anand Banjara Colony, Road 12, Banjara Hills, Hyderabad",Hyderabad,/hyderabad/cafe-amlin-1-banjara-hills/info,https://b.zmtcdn.com/data/pictures/3/19963263/37ca93228f026aa5321874cd39e68321_o2_featured_v2.jpg
